SubID	SessionDate	Trial	TargetColor	Response	Correct	RT	leftTargetLetter	rightTargetLetter	leftColors	rightColors	TOA	Mask	SOA	Blocked
1	29-May-16	21	Red	l	1	0.5875	D	A	r	b	900	1	6	1
1	29-May-16	22	Red	k	1	0.5548	C	B	r	b	900	1	6	1
1	29-May-16	23	Red	a	1	0.6017	B	A	b	r	900	1	6	1
1	29-May-16	24	Red	s	1	0.5766	B	A	r	b	900	1	6	1
1	29-May-16	25	Red	k	1	0.5517	D	C	b	r	900	1	6	1
1	29-May-16	26	Red	l	1	0.6462	C	D	b	r	900	1	6	1
1	29-May-16	27	Red	a	1	0.5248	C	A	b	r	900	1	6	1
1	29-May-16	28	Red	s	1	0.4707	B	A	r	b	900	1	6	1
1	29-May-16	29	Red	k	1	0.5243	A	C	b	r	900	1	6	1
1	29-May-16	30	Red	k	1	0.5155	A	C	b	r	900	1	6	1
1	29-May-16	31	Red	a	0	0.5637	D	B	r	b	900	1	6	1
1	29-May-16	32	Red	k	0	0.5375	D	B	b	r	900	1	6	1
1	29-May-16	1	blue	s	1	0.8447	B	D	b	r	2000	1	6	1
1	29-May-16	2	blue	k	1	0.6764	D	C	r	b	2000	1	6	1
1	29-May-16	3	blue	l	1	0.5403	D	A	b	r	2000	1	6	1
1	29-May-16	4	blue	s	0	0.5177	A	C	r	b	2000	1	6	1
1	29-May-16	5	blue	a	1	0.4617	A	D	b	r	2000	1	6	1
1	29-May-16	6	blue	a	1	0.478	D	A	r	b	2000	1	6	1
1	29-May-16	7	blue	k	1	0.5743	C	A	b	r	2000	1	6	1
1	29-May-16	8	blue	a	1	0.4848	C	A	r	b	2000	1	6	1
1	29-May-16	9	blue	l	1	0.6061	D	C	b	r	2000	1	6	1
1	29-May-16	10	blue	a	1	0.469	A	B	b	r	2000	1	6	1
1	29-May-16	11	blue	l	1	0.4222	C	D	r	b	2000	1	6	1
1	29-May-16	12	blue	a	1	0.5748	B	A	r	b	2000	1	6	1
1	29-May-16	13	blue	l	1	0.6309	D	A	b	r	2000	1	6	1
1	29-May-16	14	blue	k	0	0.4868	B	C	b	r	2000	1	6	1
1	29-May-16	15	blue	s	1	0.326	B	C	b	r	2000	1	6	1
1	29-May-16	16	blue	k	1	0.6387	D	C	r	b	2000	1	6	1
1	29-May-16	17	blue	l	1	0.5594	D	A	b	r	2000	1	6	1
1	29-May-16	18	blue	k	0	0.8709	C	B	r	b	2000	1	6	1
1	29-May-16	19	blue	k	1	0.6394	C	A	b	r	2000	1	6	1
1	29-May-16	20	blue	l	1	0.4633	A	D	r	b	2000	1	6	1
1	29-May-16	21	blue	a	1	0.5355	A	B	b	r	2000	1	6	1
1	29-May-16	22	blue	s	1	0.3432	B	D	b	r	2000	1	6	1
1	29-May-16	23	blue	s	1	0.5358	B	A	b	r	2000	1	6	1
1	29-May-16	24	blue	l	1	0.5504	A	D	r	b	2000	1	6	1
1	29-May-16	25	blue	a	1	0.4563	A	C	b	r	2000	1	6	1
1	29-May-16	26	blue	s	1	0.5041	B	C	b	r	2000	1	6	1
1	29-May-16	27	blue	s	1	0.7126	A	B	r	b	2000	1	6	1
1	29-May-16	28	blue	k	1	0.5906	C	D	b	r	2000	1	6	1
1	29-May-16	29	blue	k	1	0.5435	C	B	b	r	2000	1	6	1
1	29-May-16	30	blue	k	1	0.407	C	D	b	r	2000	1	6	1
1	29-May-16	31	blue	l	1	0.6404	C	D	r	b	2000	1	6	1
1	29-May-16	32	blue	a	1	0.5443	D	A	r	b	2000	1	6	1
1	29-May-16	1	Red	l	1	0.6621	A	D	b	r	2000	1	6	1
1	29-May-16	2	Red	k	1	0.7156	A	C	b	r	2000	1	6	1
1	29-May-16	3	Red	a	1	0.5156	A	B	r	b	2000	1	6	1
1	29-May-16	4	Red	s	1	0.6687	B	D	r	b	2000	1	6	1
1	29-May-16	5	Red	k	1	0.5715	C	B	r	b	2000	1	6	1
1	29-May-16	6	Red	a	1	0.4775	C	A	b	r	2000	1	6	1
1	29-May-16	7	Red	k	1	0.6291	C	D	r	b	2000	1	6	1
1	29-May-16	8	Red	l	1	0.5339	D	B	r	b	2000	1	6	1
1	29-May-16	9	Red	a	1	0.452	A	C	r	b	2000	1	6	1
1	29-May-16	10	Red	k	1	0.7331	C	B	r	b	2000	1	6	1
1	29-May-16	11	Red	a	1	0.5647	B	A	b	r	2000	1	6	1
1	29-May-16	12	Red	s	1	0.6606	A	B	b	r	2000	1	6	1
1	29-May-16	13	Red	s	1	0.5164	A	B	b	r	2000	1	6	1
1	29-May-16	14	Red	a	0	0.7006	C	B	r	b	2000	1	6	1
1	29-May-16	15	Red	a	1	0.4365	C	A	b	r	2000	1	6	1
1	29-May-16	16	Red	l	1	0.4708	B	D	b	r	2000	1	6	1
1	29-May-16	17	Red	l	1	0.5569	D	B	r	b	2000	1	6	1
